loss,ppl,tokens,group
3.9648613929748535,56.56510369688558,29,Clean
3.3123886585235596,34.052583681265745,36,Clean
3.276605010032654,32.18077897382265,39,Clean
2.4876333475112915,12.158444140085159,54,Clean
3.1205092668533325,24.486079248666766,64,Clean
3.6723082065582275,39.80243974442567,65,Clean
3.522027015686035,33.85308199588846,73,Clean
4.646878600120544,221.97317745338884,28,Clean
3.7358511686325073,42.54508757282761,41,Clean
3.838142991065979,48.12587626079308,21,Clean
3.858399748802185,48.85968154442223,22,Clean
3.3847240209579468,37.54439483723879,18,Clean
3.320547103881836,27.677376857948396,51,Clean
3.6034390926361084,38.3292471719367,56,Clean
3.7824723720550537,48.94353695723028,50,Clean
3.5237730741500854,34.78953271048052,48,Clean
4.491936564445496,114.96425752699427,29,Clean
4.666848301887512,154.20219660136158,28,Clean
4.47938871383667,93.12196218604416,28,Clean
4.3000229597091675,83.597854633555,26,Clean
4.2076942920684814,79.8763668462884,21,Clean
2.6180849075317383,14.135834252211971,82,Clean
2.956510543823242,19.308099365197688,75,Clean
3.036335825920105,21.128657301858198,76,Clean
3.1308513879776,23.445079777016677,84,Clean
3.455425262451172,31.84814266422797,75,Clean
3.171161413192749,24.217052140463302,59,Clean
3.7835023403167725,44.79374238095104,35,Clean
3.6822757720947266,39.90525456417963,32,Clean
3.362525701522827,29.61332672134707,37,Clean
3.158739447593689,24.672798720794603,43,Clean
3.183672547340393,25.11470513781679,37,Clean
3.8343632221221924,49.41036161939011,26,Clean
4.373237609863281,80.25005849369454,22,Clean
4.116687774658203,61.674546397945306,28,Clean
3.9076284170150757,52.20710869428977,26,Clean
3.414081573486328,34.87500075671803,31,Clean
3.399627685546875,34.134363327752816,23,Clean
2.931862711906433,18.790589310556562,28,Clean
3.5224132537841797,33.897244305800896,55,Clean
3.4666926860809326,32.033258919695236,58,Clean
3.511640787124634,33.52050014246963,65,Clean
3.9506843090057373,53.20988119973275,31,Clean
3.6479060649871826,43.71777747103499,42,Clean
4.097789764404297,60.35810845879125,34,Clean
3.415395975112915,33.1652511543521,82,Clean
3.787487268447876,58.77075613865188,81,Clean
2.8993313312530518,18.24418449096125,97,Clean
3.1716502904891968,24.257696600358535,40,Clean
3.233620524406433,25.564767375397093,40,Clean
3.519084095954895,34.197728332134304,35,Clean
3.6927082538604736,40.563796023499286,38,Clean
3.630138635635376,38.536125867674365,43,Clean
3.7705243825912476,43.501777874618654,39,Clean
3.2340399026870728,30.154342074727133,35,Clean
3.2830350399017334,26.656895516883893,42,Clean
4.113299608230591,83.75165484167545,41,Clean
3.737135171890259,46.48094918021796,43,Clean
3.9731699228286743,53.153055244546074,41,Clean
3.8004122972488403,45.41500115239205,35,Clean
3.8432095050811768,47.090496875762824,48,Clean
3.2116090059280396,25.074106278786736,37,Clean
2.996910333633423,21.320180283183195,28,Clean
3.396875739097595,29.89698973306279,30,Clean
3.4549593925476074,47.085008927279226,26,Clean
4.125181078910828,64.33461428963204,23,Clean
3.6807972192764282,50.57648278458693,20,Clean
3.4417388439178467,38.9841162041442,18,Clean
3.9117199182510376,51.202490408920355,28,Clean
3.854784607887268,49.04444312447204,23,Clean
3.509952664375305,36.98930357119359,61,Clean
4.258432626724243,73.73861107415652,47,Clean
3.8035364151000977,45.454638489770595,50,Clean
3.8673335313796997,53.40921577284722,35,Clean
3.429213285446167,30.878329294778275,38,Clean
3.7122446298599243,43.11440690254538,35,Clean
2.961288809776306,19.4053400124947,32,Clean
3.05365252494812,21.19260976572957,22,Clean
3.622922658920288,37.5325988771166,40,Clean
3.790370225906372,45.502037582093806,35,Clean
3.3472806215286255,29.042338524267223,36,Clean
3.303427815437317,29.39854631688881,38,Clean
3.1670013666152954,24.22811406934926,55,Clean
3.567396879196167,42.07646510544363,51,Clean
3.5131921768188477,38.748608865286215,59,Clean
3.2340211868286133,27.100659762249016,62,Clean
3.332706332206726,31.093554104661578,61,Clean
2.8876270055770874,17.954115235938104,63,Clean
3.5190857648849487,33.80932453577746,30,Clean
3.846323847770691,50.328426077754784,33,Clean
3.4086724519729614,30.267452000068605,31,Clean
3.88839054107666,54.99866800658446,32,Clean
3.639870762825012,49.18329760422192,30,Clean
3.8069846630096436,52.76783490695466,32,Clean
3.8556984663009644,47.75379763121191,37,Clean
3.3282461166381836,27.94968583844731,44,Clean
3.042701840400696,20.981588793505765,90,Clean
3.024425506591797,20.621395079241097,85,Clean
3.339556574821472,29.11712979821039,79,Clean
2.7878081798553467,16.994057329426468,56,Clean
2.774312734603882,16.701359859937664,48,Clean
2.3326029777526855,10.425198795681673,57,Clean
3.98574161529541,75.40875423926838,48,Clean
4.068992733955383,77.45544804849145,49,Clean
4.376314163208008,88.78447122045516,61,Clean
3.788636565208435,44.364219911826694,65,Clean
4.373366713523865,97.89766435909593,58,Clean
3.9456242322921753,53.25785506700741,58,Clean
4.473267316818237,89.63454048944115,24,Clean
3.2142562866210938,26.567429231305628,44,Clean
3.388225555419922,34.03142184014804,42,Clean
3.1591689586639404,24.696301160826312,45,Clean
4.203573942184448,67.70766321070639,23,Clean
4.3552086353302,81.5196221597752,23,Clean
4.3299455642700195,78.91821388017141,23,Clean
4.909269332885742,135.708891696636,20,Clean
4.767800807952881,119.82046645744984,20,Clean
4.013849139213562,81.99071490787894,17,Clean
2.998018503189087,20.936253660271525,82,Clean
3.4682832956314087,41.99654388068637,66,Clean
3.301983952522278,32.2212023778605,74,Clean
2.99025559425354,20.156137487721153,35,Clean
2.9210327863693237,19.063888937791504,37,Clean
3.366249203681946,29.628230879283592,42,Clean
3.382253646850586,29.524011578470883,55,Clean
2.9777435064315796,21.963514791070022,52,Clean
3.287219762802124,27.164745819947456,54,Clean
4.164571404457092,67.02037548156984,45,Clean
3.873205304145813,56.34566036682004,40,Clean
4.298529624938965,74.44668776473704,42,Clean
4.042679071426392,57.28452369128892,27,Clean
4.3387131690979,78.03251161830039,22,Clean
4.044203281402588,65.57946300425363,23,Clean
3.555459499359131,35.0493063915506,22,Clean
3.6007953882217407,36.79719872268879,23,Clean
4.031906008720398,63.49596393208016,41,Clean
3.49881911277771,33.09703900020371,59,Clean
3.295261263847351,27.758233853848722,64,Clean
3.012391686439514,21.694155495011785,59,Clean
3.106207489967346,23.15319552894462,56,Clean
3.098372220993042,23.020592467500272,50,Clean
3.2412699460983276,31.242287544642664,43,Clean
2.900293231010437,19.08093612587708,44,Clean
3.1388765573501587,26.68695694012184,40,Clean
3.998834252357483,58.17458619171738,42,Clean
3.820810556411743,52.494985055906525,43,Clean
3.9921830892562866,57.92404714945035,41,Clean
3.966483473777771,52.90266487716572,53,Clean
3.1897817850112915,30.738578913758083,56,Clean
4.013724446296692,55.688078888812484,52,Clean
2.568820834159851,13.109374903240727,53,Clean
2.896696925163269,18.607568760446835,63,Clean
2.9233559370040894,19.23364152987736,74,Clean
4.185773134231567,71.1230530091704,29,Clean
3.719997525215149,59.57945083006345,63,Clean
3.4362202882766724,37.37150571627928,70,Clean
3.435144305229187,37.309015389333524,65,Clean
3.264574646949768,27.114386168018314,44,Clean
3.0086371898651123,20.26124450016921,47,Clean
3.1170706748962402,22.74425647220793,43,Clean
3.3890607357025146,29.65639177729604,29,Clean
3.3903309106826782,29.692784018123334,32,Clean
3.433172821998596,30.97601384449616,30,Clean
2.794994831085205,16.64961002425967,31,Clean
3.4137368202209473,33.253487513206025,27,Clean
3.1049201488494873,22.476064462165777,32,Clean
3.5063514709472656,34.601738368467366,80,Clean
3.307202935218811,27.38883857485501,73,Clean
3.3715072870254517,29.412059991861465,78,Clean
3.3137941360473633,28.508622460267937,67,Clean
3.597491979598999,42.279089858947245,67,Clean
3.2783855199813843,27.2758127059682,63,Clean
3.5956459045410156,43.78135748688781,42,Clean
3.911309003829956,52.36774296719024,38,Clean
3.9334604740142822,53.198639662328404,34,Clean
3.8981237411499023,49.72161632180492,36,Clean
3.804553508758545,46.023494235025105,46,Clean
4.334578275680542,79.92375028698478,37,Clean
3.712470054626465,40.95484239149349,64,Clean
3.8348581790924072,46.6339577471084,44,Clean
3.699200987815857,48.87212182252462,31,Clean
3.3077332973480225,28.145091575584335,32,Clean
2.945170521736145,19.14617382523152,31,Clean
3.358069658279419,29.339758397450424,51,Clean
2.8074744939804077,17.567118841412015,57,Clean
3.1640994548797607,23.66886947051477,65,Clean
4.41421902179718,146.51172401797152,20,Clean
5.4038002490997314,226.0779541195253,12,Clean
4.8759989738464355,165.8810962746489,24,Clean
3.9027210474014282,49.61349254670476,26,Clean
3.5801777839660645,37.16644944270164,36,Clean
3.921368718147278,50.60844200229289,30,Clean
3.4833006858825684,32.56716911325077,44,Clean
3.5127463340759277,33.55772853599039,30,Clean
3.186725616455078,25.26099091221475,37,Clean
4.6674675941467285,107.14488794776932,27,Clean
4.018734693527222,72.7065019804141,29,Clean
4.05640971660614,73.71973160520477,26,Clean
3.3812406063079834,30.776206888600107,36,Clean
3.1178269386291504,22.6157978236832,39,Clean
2.9744874238967896,19.683120756134215,50,Clean
4.051701903343201,79.64592396083079,30,Clean
3.1643710136413574,23.96771935782683,42,Clean
3.4395768642425537,34.13662214077775,40,Clean
3.085535764694214,21.9467478080212,49,Clean
3.5554648637771606,35.6124159512936,52,Clean
3.4192678928375244,30.58518564561058,48,Clean
4.227616667747498,95.39449014377158,44,Clean
3.435828447341919,31.11662547800528,62,Clean
3.7248820066452026,42.540871837518644,60,Clean
3.464473843574524,31.977299507276577,56,Clean
3.4308528900146484,31.984879849330042,37,Clean
3.411350727081299,31.53088073701675,39,Clean
3.9374808073043823,52.80826436336039,36,Clean
3.5105602741241455,33.4670132336866,64,Clean
3.006727695465088,22.842414020856843,92,Clean
2.708991765975952,15.334129218662653,72,Clean
2.378315567970276,10.870531651847111,80,Clean
3.5460193157196045,38.96060317222509,24,Clean
4.1976096630096436,67.37403375494294,26,Clean
4.1296350955963135,62.415158899973825,31,Clean
4.077528357505798,59.74672966094809,21,Clean
3.2500029802322388,39.391609070650254,19,Clean
3.601080060005188,44.28689886323254,30,Clean
3.675029993057251,39.79394530187028,47,Clean
3.410309076309204,30.541695330715058,53,Clean
3.310437321662903,28.141633860026904,63,Clean
2.982197642326355,19.863817891707967,45,Clean
3.7744463682174683,53.92518306073798,44,Clean
2.9452173709869385,19.23745946467933,44,Clean
4.05804717540741,63.03739664607301,41,Clean
3.6714491844177246,39.33062278766471,39,Clean
3.3594409227371216,29.89790117147828,47,Clean
3.0777640342712402,22.065942131553186,35,Clean
2.727720856666565,15.600935422504088,58,Clean
2.972094178199768,21.48152876208082,56,Clean
2.627785563468933,13.910636251406217,66,Clean
2.8395493030548096,18.378862663588137,70,Clean
3.3118107318878174,27.543900593989203,70,Clean
3.5987788438796997,39.169997235462574,62,Clean
4.248432874679565,77.12459452712002,29,Clean
2.7827807664871216,16.499390040957323,41,Clean
3.1844418048858643,24.273718221548727,73,Clean
3.1561838388442993,23.54060701412814,80,Clean
3.2510091066360474,26.173636413945935,80,Clean
3.4406392574310303,31.869589800953648,47,Clean
2.5881190299987793,16.186116856792538,40,Clean
2.9119393825531006,19.36010799875192,41,Clean
3.4061633348464966,38.28742404266994,43,Clean
2.6870152950286865,14.68777176715255,50,Clean
4.072225451469421,62.24445245333998,41,Clean
3.547309398651123,35.27427742298182,59,Clean
3.6079957485198975,37.14830113853678,43,Clean
3.142842411994934,23.84183797130944,49,Clean
3.837012529373169,47.88841251449756,39,Clean
4.240248680114746,70.08911050567517,35,Clean
3.683084011077881,42.261950456920516,49,Clean
3.190983772277832,24.550420240103126,52,Clean
3.321642279624939,27.706980413924953,54,Clean
4.284510374069214,93.5749187100337,65,Clean
4.30986475944519,97.54517040698455,66,Clean
4.122443437576294,72.44410055499597,69,Clean
3.3706976175308228,30.359293512310593,84,Clean
3.7389938831329346,42.174030743953125,66,Clean
3.610472083091736,37.03646809535761,60,Clean
4.196105599403381,77.38316510219893,63,Clean
3.5574487447738647,35.16437875379065,60,Clean
3.508266568183899,33.63553156793571,51,Clean
4.906333684921265,162.7640732741507,24,Clean
3.0959123373031616,22.10761394169642,57,Clean
3.1607472896575928,23.631288759575128,46,Clean
3.197680115699768,24.591766544664036,54,Clean
3.308581233024597,27.388019197686546,65,Clean
3.5149327516555786,33.998225533336516,48,Clean
3.2976690530776978,27.10870480795328,50,Clean
3.5383517742156982,36.506696665831555,41,Clean
3.8108415603637695,45.315062635125386,50,Clean
3.550992012023926,36.81793960130609,54,Clean
3.6130036115646362,39.50117310572717,42,Clean
3.328631043434143,27.932296690486332,61,Clean
3.7365084886550903,44.69697478808045,46,Clean
3.304356813430786,27.302215079079474,48,Clean
3.1331169605255127,22.945388064694733,116,Clean
3.5204275846481323,36.36580328201556,89,Clean
4.44670832157135,102.01299710502624,28,Clean
4.21299684047699,72.53520109310973,24,Clean
3.5685410499572754,36.69792253729727,32,Clean
2.8328224420547485,17.734137979067253,82,Clean
3.180297613143921,24.088043670669514,76,Clean
3.0039212703704834,20.31745195368604,74,Clean
4.090220212936401,83.73762391440279,42,Clean
3.603277087211609,39.422881968596656,46,Clean
3.7486841678619385,48.49750160766256,45,Clean
3.883254885673523,50.45768158970924,54,Clean
4.363361954689026,102.1200037603074,47,Clean
4.572952151298523,145.7068533570665,46,Clean
3.5420782566070557,35.81795815851197,51,Clean
3.3336182832717896,28.095074699855218,53,Clean
3.4937621355056763,33.73141899377305,52,Clean
2.7053526639938354,16.55153687444178,57,Clean
3.1124660968780518,22.504763789106434,54,Clean
3.216443419456482,24.97529659455538,52,Clean
3.061365246772766,21.491626492080904,34,Clean
3.0994460582733154,22.246875266981917,33,Clean
3.3574092388153076,29.200526722841666,32,Clean
3.953662633895874,58.53849060217411,49,Clean
3.6381406784057617,38.60847219872102,42,Clean
3.890096426010132,53.454114842177766,42,Clean
3.9298583269119263,52.5003459060087,27,Clean
3.6061946153640747,38.688920120189586,29,Clean
3.6455979347229004,40.761378441110146,28,Clean
3.5061676502227783,34.106152010329,31,Clean
3.5688836574554443,43.61283884086083,32,Clean
4.362346410751343,79.08986657039651,24,Clean
4.338122367858887,76.98058283305787,31,Clean
4.060115456581116,58.92989118933474,32,Clean
3.698661208152771,42.57394167063232,42,Clean
3.7103471755981445,51.95313325797493,24,Clean
3.716557502746582,42.75780759019256,15,Clean
4.068660140037537,58.6725820196479,30,Clean
4.2362154722213745,71.30019975179341,38,Clean
3.937673568725586,51.362103356457695,34,Clean
4.574582576751709,101.5339680766904,23,Clean
4.807091236114502,122.69688208512162,29,Clean
4.641446352005005,106.64850290684038,29,Clean
4.422348976135254,83.29423731410564,18,Clean
3.0946720838546753,22.632904101071297,55,Clean
3.2681026458740234,28.355707353220076,58,Clean
3.2645288705825806,28.21664670030314,56,Clean
3.3024438619613647,31.403096484544506,44,Clean
3.3999727964401245,33.090858217334564,34,Clean
3.7430347204208374,42.4814659559527,33,Clean
3.631356358528137,38.730745379357955,51,Clean
3.8182727098464966,49.45799400224932,51,Clean
4.109001994132996,76.58136268139845,50,Clean
3.3954412937164307,29.829699685397955,25,Clean
3.468417525291443,32.14707975238318,25,Clean
3.0970853567123413,23.202625971663437,36,Clean
3.3594998121261597,29.38415996258493,49,Clean
3.182762622833252,25.89579869228571,53,Clean
3.3349177837371826,28.822107929998886,52,Clean
4.119187116622925,61.64705861709531,39,Clean
3.7060279846191406,45.47214353231536,48,Clean
3.628815770149231,43.67082561097227,45,Clean
4.055239200592041,61.07985799697624,43,Clean
5.091153860092163,203.47646726586404,41,Clean
3.869633674621582,54.71650508397627,61,Clean
3.767035484313965,47.19217815951122,47,Clean
3.8625540733337402,54.14625951177067,46,Clean
4.129868388175964,66.5068917338246,67,Clean
3.762417197227478,43.05270097352711,74,Clean
3.543928861618042,35.40203736100598,79,Clean
3.2045247554779053,24.974273998259918,78,Clean
3.776457905769348,47.35210530534744,73,Clean
3.8032997846603394,49.16327263275449,77,Clean
3.895727515220642,53.46034042136171,36,Clean
3.1856398582458496,28.197919969635446,46,Clean
2.612246036529541,13.629788087320868,53,Clean
2.7259944677352905,15.362269233859333,62,Clean
3.482511043548584,32.63105677459579,51,Clean
3.186413049697876,24.799504859730927,58,Clean
3.2578623294830322,26.288483131916905,45,Clean
3.4083051681518555,33.86620014710461,35,Clean
3.1444159746170044,23.785391244032702,48,Clean
3.378856062889099,32.46016619741118,41,Clean
3.184463858604431,24.154537077632625,43,Clean
3.304141044616699,27.433943073897158,42,Clean
3.491058826446533,34.4175004152625,42,Clean
4.273630738258362,101.72967817925931,35,Clean
2.7951760292053223,16.842843806073994,41,Clean
2.930803894996643,18.846724981659378,56,Clean
3.1893619298934937,24.55850370890466,46,Clean
3.929180383682251,51.295604739980355,35,Clean
2.654038906097412,14.273514231408203,67,Clean
2.6745423078536987,14.544395831914827,61,Clean
2.8170299530029297,16.767475595848985,60,Clean
3.0810645818710327,22.319043549832287,77,Clean
3.1320053339004517,23.25484723689391,72,Clean
3.1279603242874146,23.177004357650464,73,Clean
4.0309141874313354,57.32567359490787,64,Clean
3.4793615341186523,41.75923569691955,76,Clean
3.682840347290039,45.64205582919047,71,Clean
3.3338727951049805,28.21064235942005,34,Clean
3.688008189201355,44.31035514422118,26,Clean
3.8424094915390015,55.78762726762608,24,Clean
3.277630925178528,27.099438945609897,37,Clean
3.2906779050827026,27.383531542928182,45,Clean
3.7520532608032227,44.10717763019771,37,Clean
4.125286102294922,62.49384696842702,35,Clean
4.207920789718628,68.89086785905265,42,Clean
3.7931900024414062,45.2186316898776,45,Clean
2.8645105361938477,17.64861157569284,80,Clean
3.6890225410461426,50.628967245375065,76,Clean
2.7886123657226562,16.54319591174187,84,Clean
3.763068914413452,43.117378162440275,36,Clean
2.9155384302139282,18.76639949962263,65,Clean
3.1619350910186768,23.664745256386325,69,Clean
2.902285933494568,18.56522391684109,86,Clean
2.733891010284424,15.39834997603818,81,Clean
2.9635305404663086,20.00840783151012,68,Clean
3.226765990257263,27.26091017448021,54,Clean
3.394033193588257,30.60970536335759,53,Clean
3.291910171508789,28.433877283229986,56,Clean
3.996269941329956,54.58657850122769,32,Clean
4.2655229568481445,71.6900460264552,29,Clean
3.498946785926819,56.48382684105227,44,Clean
3.0152456760406494,24.784596093290645,46,Clean
2.7604528665542603,17.025360569324516,48,Clean
4.043310165405273,77.51507921733496,29,Clean
4.790553569793701,180.1959672377603,30,Clean
3.975172996520996,53.81550574978271,29,Clean
4.115792512893677,63.80747255339445,27,Clean
3.750842809677124,45.81369183902548,49,Clean
3.8107643127441406,49.81016095875141,50,Clean
3.8022470474243164,49.212487593308666,49,Clean
2.804229259490967,16.596610445716813,25,Clean
3.701968193054199,54.12906644183778,18,Clean
3.3235294818878174,30.2369321406538,33,Clean
4.353672027587891,77.76348897007055,52,Clean
4.179290294647217,66.31514810627117,50,Clean
3.70273220539093,41.135344640456104,63,Clean
3.3644824028015137,29.335991233214468,70,Clean
3.4864906072616577,32.708273999203634,78,Clean
3.460921049118042,32.454735271513556,71,Clean
3.8254871368408203,46.51464131860064,66,Clean
3.9820178747177124,56.49875112442773,58,Clean
3.5432506799697876,34.693825598094456,45,Clean
